,label,title,text
78494,1,Shells Land Near Black Watch Base,"British soldiers in central Iraq and Basra came under renewed attack from insurgents yesterday, as British commanders set out in detail the role which the Black Watch regiment will play in the forthcoming assault US assault on Fallujah."
55599,1,London could mediate over Kashmir: Musharraf,"LONDON (AFP) - Pakistan 's President Pervez Musharraf would welcome British involvement in negotiations with India over Kashmir, and would raise the matter with British Prime Minister Tony Blair during talks in London, he told The Times in an interview."
5235,4,"Ancient Mask,  'Olympic ' Ring Found in Thracian Tomb","SHIPKA, Bulgaria (Reuters) - A Bulgarian archaeologist has unearthed an ancient gold mask and a ring featuring an  ""Olympic "" rower in what he called an unrivalled find in the study of classical antiquity. "
65740,1,Germany and Britain Warn Iran,"The foreign ministers of Britain and Germany issued a joint warning to Iran on Tuesday to address international worries about its nuclear program, serving notice that Tehran must take action immediately."
108064,2,Nowitzki's 53 Overshadows LeBron-Carmelo (AP),"AP - Dirk Nowitzki scored 53 points  — the most ever by a Dallas player and tops in the NBA this season  — and was just as dominant in other parts of his game, carrying the Mavericks past the Houston Rockets 113-106 in overtime Thursday night."
49482,3,Freddie Mac Shuts Bond Broker Business (Reuters),"Reuters - Freddie Mac , the No. 2 U.S.\mortgage finance company, said on Monday it will no longer serve as a broker dealer in the multi-trillion-dollar mortgage bond market, a move some said is designed to lower risk and placate regulators."
80589,3,Oil surges as Bush nears win,SINGAPORE: Oil prices have spiked up above $51 a barrel as increasing signs of an electoral victory for US President George W Bush raises the prospect of continued high demand in the world 's biggest energy consumer.
853,3,Kmart Posts Profit After Cost Cuts," CHICAGO (Reuters) - Kmart Holding Corp. <KMRT.O> on Monday  reported its third consecutive quarterly profit despite  slumping sales as it cut jobs and reduced advertising and  discounts, boosting its cash pile to $2.6 billion."
39410,1,Supporting Musharraf was greatest blunder: Imran,"LAHORE: Acknowledging probably for the first time that he had  ""committed a great mistake "" by extending support to General Pervez Musharraf during a presidential referendum, former Pakistan cricket captain Imran Khan has warned that if not stopped in his "
21478,3,Modest Growth Seen for Calif. Economy - UCLA Study,"California 's economy will grow at a modest pace this year in an uneven recovery that will chip away at an unemployment rate projected to remain higher than the national average, according to a closely watched economic forecast "
104851,1,Ukraine president wants new election,"KIEV, Ukraine -- Facing a relentless tide of opposition protests, embattled President Leonid Kuchma said Monday that a new election might be the only way out of a spiraling crisis that threatens to break up this former Soviet republic between the pro "
86257,4,IBM trots out new Workplace products,SAN FRANCISCO -- IBM on Tuesday released a series of new products and services in its Workplace productivity software lineup. IBM Workplace blends collaborative tools from Lotus Notes/Domino with WebSphere Portal and Everyplace technologies.
90481,1,"Abbas, clear favourite to succeed Arafat, escapes from Gaza <b>...</b>","GAZA CITY, Nov 14 (AFP) - Gunmen killed two members of the security services in Gaza City Sunday as PLO chairman Mahmud Abbas visited a mourning tent for Yasser Arafat, underlining fears the Palestinian leader 's death could trigger an upsurge in "
97074,1,US sniffs at Myanmar prisoner release,"WASHINGTON, Nov 19 (AFP) - The United States on Friday pronounced itself unimpressed by this week 's mass release of nearly 4,000 prisoners from jails in military-run Myanmar and demanded immediate freedom for all political detainees, including opposition "
12956,1,Terror attack downed plane: Russia,"MOSCOWA terrorist attack brought down at least one of the two planes in this week 's near-simultaneous crashes in Russia, authorities said yesterday after investigators sifting through the wreckage found traces of an explosive at one of the crash sites."
81698,3,Lawyer in Philly corruption probe dies,"PHILADELPHIA -- A lawyer who was a central figure in an ongoing FBI investigation into city corruption died Thursday after a hospitalization of several days, his attorney said."
105547,1,Rescued whales head out to sea as scientists blame weather for <b>...</b>,"HOBART, Australia : Rescuers succeeded in saving most of the whales still stranded on beaches in Australia and New Zealand as scientists pinpointed cyclical weather patterns as a likely cause of increased beachings."
78448,2,Mauresmo powers to Linz victory,"Top seed Amelie Mauresmo won her fourth title of the year with a comprehensive victory over Elena Bovina at the Generali Open in Linz, Austria."
101823,2,Manning 's six TDs extend record pace,"COLTS 41, LIONS 9: The Colts quarterback throws four touchdowns in the first half to blow out the slumping Lions. By wire services."
113415,2,Baer set to lead Notre Dame,"Interim Notre Dame football coach Kent Baer completed his team 's third postseason practice Friday morning, and is only beginning to prepare for the Insight Bowl."
103380,2,Eagles Clinch Division,"Donovan McNabb and Brian Westbrook lead a 20-point second half to deliver a 27-6 win over the Giants, securing the Eagles' fifth straight trip to the playoffs."
14502,4,A Celebration of Cell-Phone Film,Filmmakers who who make tiny movies now have a festival. An independent studio is collecting entries of films made for the small screen -- the cell phone. By Daniel Terdiman.
63371,2,Souness To Bellamy: I Make The Decisions,Newcastle United striker Craig Bellamy was clearly unimpressed about being substituted by Shola Ameobi after 66 minutes of Sunday 's 1-1 draw with Charlton at The Valley.
26429,4,Mozilla Nears Firefox Finale (Ziff Davis),"Ziff Davis - With a preview of Firefox 1.0 ready for release, the open-source development group says it is also preparing for a grassroots marketing push."
118034,2,UPDATE 1-Germany banish World Cup ghosts in Japan,Germany banished their 2002 World Cup ghosts with a comprehensive 3-0 victory over Japan in the first match of their three-game tour of Asia on Thursday.
16822,1,No end to Russian crisis,"Relatives of the hostages seized in a school in North Ossetia faced a sleepless night on Wednesday, as they waited for more information about their loved ones."
39953,2,Villanova snaps Penn's winning streak,"Marvin Burroughs and Terry Butler each scored touchdowns and Villanova held off a late Penn rally last night to defeat the Quakers, 16-13, in Philadelphia."
33353,4,Alcatel Says Closing in on China 3G Mobile Deal (Reuters),"Reuters - French telecoms equipment maker Alcatel is nearing a deal with a Chinese peer on cooperating to build third-generation (3G) mobile phone networks using a Chinese technology standard, a senior executive said."
106606,4,2004 U.S. Hurricane Season Among Worst on Record,"Insurance adjusters and meteorologists are still crunching numbers and analyzing data, but the 2004 U.S. hurricane season will likely go down as one of the most active on record."
33025,4,"Nokia pulls out, Sony Ericsson goes in","STRANGE. THE DAY after Sony Ericsson announces it has done a deal with the Financial Times (FT) to offer content via its portal, Nokia says it is reigning back its own portal, Club Nokia."
46887,3,GM's U.S. Sales Surge," DETROIT (Reuters) - General Motors Corp. <A HREF=""http://www.investor.reuters.com/FullQuote.aspx?ticker=GM.N target=/stocks/quickinfo/fullquote"">GM.N</A> on Friday  said its U.S. sales soared a surprising 20.5 percent in  September, but the U.S. automaker also cut production and  raised incentives as it grapples with high inventories of  unsold vehicles."
118965,1,"S.Korea,Japan Urge North to Resume Nuclear Talks (Reuters)",Reuters - Leaders of Japan and South Korea jointly urged North Korea on Friday to return to talks aimed at ending its nuclear weapons program and agreed imposing economic sanctions now on Pyongyang would thwart such efforts.
49669,4,PalmOne Introduces a Memory-Packed Organizer,Handheld computer maker PalmOne Inc. unveiled Monday a new memory-packed personal digital assistant that can double as a portable data storage drive. PalmOne's new Tungsten T5 handheld has 256 megabytes of built-in flash memory.
96240,4,Vodafone tests Chinese mobile phone equipment,"Vodafone Group, Europe's largest mobile phone operator, is testing several network systems from Chinese manufacturers with the intention of purchasing equipment within the next few years."
45673,2,Dunn Sets Strikeout Record,"Cincinnati Reds slugger Adam Dunn set the major league record for strikeouts in one season with 190, when he fanned in his first two at-bats Thursday against the Chicago Cubs."
59899,1,Producer Sues O'Reilly for Harassment,"NEW YORK - Fox News Channel traded accusations Wednesday with one of the producers of Bill O'Reilly's show, with the woman alleging that the commentator had phone sex with her against her wishes three times. Fox in a claim of its own dismissed the sexual harassment complaint as a politically motivated extortion attempt..."
108742,2,Backman Sentenced to 10 Days in Jail," KENNEWICK, Wash., (Sports Network) - Wally Backman, briefly  the manager of the Arizona Diamondbacks, was sentenced to 10  days in jail Friday for violating his probation."
100224,4,Parents need to understand video games: expert,"A US group released its annual warning about antisocial video games, but a University of Toronto professor says he 's only really worried about a very narrow category of such interactive entertainment."
41407,4,Cisco offerings target small firms,"Cisco this week will release products it says will help small companies deal with the complexities of LAN switch security, convergence and network management."
112558,2,Man City v Tottenham,Stuart Pearce has placed an early claim on the Manchester City job when Kevin Keegan steps down as manager in 18 months ' time.
26446,2,Bonds arrives one short of 700,"Diamondbacks manager Al Pedrique struggled with him all weekend. On Tuesday, Barry Bonds becomes the Brewers ' problem.  ""I wake up every morning thinking about it, "" Brewers manager Ned Yost said."
56127,2,Beckham sours super strike,ENGLAND took a huge step towards booking its ticket to Germany for the 2006 World Cup when it outclassed Wales with a controlled performance at Old Trafford yesterday.
87678,3,PeopleSoft rejects Oracle 's takeover bid again,"NEW YORK, November 11 (newratings.com) - PeopleSoft Inc (PSFT.NAS) has again rejected Oracle Corporation 's (ORCL)  ""best and final "" takeover bid, while urging its shareholders to reject Oracle 's $24 per share tender offer as well."
99412,2,NCAA Game Summary - Iowa vs. Louisville,"Maui, HI (Sports Network) - Jeff Horner scored 18 points and Pierre Pierce added 16, as Iowa knocked off 12th-ranked Louisville, 76-71, in the opening round of the Maui Invitational at the Lahaina Civic Center."
80919,4,Sonic Mega Collection Plus Ships,Sega of America today announced that Sonic Mega Collection Plus for the Xbox and PlayStation 2 has shipped to retail outlets across North America.
26383,3,Sony Group Agrees in Principle to Buy MGM (Reuters),"Reuters - A group headed by Sony Corp of America agreed in principle to acquire Hollywood film studio Metro-Goldwyn-Mayer  for  $12 a share in cash, MGM said on Monday."
74386,3,Increased Sales Power Tool Company Profit," ATLANTA (Reuters) - Black   Decker Corp. <A HREF=""http://www.investor.reuters.com/FullQuote.aspx?ticker=BDK.N target=/stocks/quickinfo/fullquote"">BDK.N</A> on  Wednesday reported a 51 percent increase in third-quarter  profit, topping estimates, as sales and profit margins improved  in power tools and home hardware."
104434,4,Music groups launch test case against website,"The music industry on Monday launched a test case against Kazaa, one of the world 's largest file-sharing websites, in a bid to stem rampant internet piracy."
59833,2,German goalkeeper battle escalates,"BERLIN - Jens Lehmann wore the wrong gloves and is not available for Germany 's Asian tour in December. Oliver Kahn, by contrast, has the right gloves, can play in December and will be made fit like never before by Sepp Maier."
36002,1,Baghdad Violence Kills at Least 17,"Car bombs and clashes have shaken the Iraqi capital Wednesday, killing at least 17 people and wounding dozens more. A suicide car bomber killed seven people and wounded more than 50 outside a photocopy shop "
33190,1,Gains by Extremist Parties Troubling,Germany woke up to fears that the political tremors sparked by state elections in Saxony and Brandenburg on Sunday could lead to deeper division within their country and scare off investors.
20310,2,Frances-related accident claims Bowden relatives,The grandson and former son-in-law of Florida State coach Bobby Bowden were killed late Sunday when their car was hit by a utility truck traveling from Texas to Florida to help restore power outages caused by Hurricane Frances.
48030,2,"ALL AUBURN, ALL NIGHT",com. An Auburn touchdown with 52 seconds left in the first half Saturday night brought a smile to celebrity Tiger fan Charles Barkley pacing the sideline.
64923,4,Canadians Seek Ban on Americans' Drug Shopping,"By COLIN McCLELLAND     TORONTO (AP) -- Canadians must stop Americans from using Internet pharmacies to raid its medicine chest or face a drug shortage, a coalition of Canadian groups representing seniors, pharmacies and patients has warned.    The groups, claiming to represent 10 million Canadians, or about one-third the population, called on the Canadian government Monday to ban prescription drug exports..."
35386,1,Airlines Told to Turn Over Passenger Data,"WASHINGTON - Information on passengers who took a commercial flight within the United States in June will be turned over to the government so it can test a new system for identifying potential terrorists.    People will have a chance to tell the government what they think about the plan during a 30-day comment period, federal officials said on Tuesday..."
100378,3,Thoughts on Tysabri 's Approval,"For those that missed it last night, Biogen Idec (BIIB:Nasdaq - news - research) and Elan Pharmaceuticals (ELN:NYSE ADR - news - research) received FDA approval for their new multiple sclerosis drug, now called Tysabri (formerly known as Antegren."
89562,3,Pfizer plant faces EPA inquiry,Pfizer Inc. 's manufacturing plant in Portage has been put on notice by the US Environmental Protection Agency for allegedly violating federal.
76009,2,Taylor Charged With DUI,Free safety Sean Taylor was arrested by Virginia State Police on Thursday and charged with driving under the influence of alcohol and refusing to take the alcohol breath test.
23201,2,NHL Lockout Looming As Talks Break Off (AP),AP - The NHL and the players' association appeared headed toward a lockout when talks broke off Thursday after the union's first new proposal in nearly a year.
111813,1,Sharon warns Likud to vote for coalition,"Ariel Sharon, Israeliprime minister, yesterday warned his rightwing Likud party that it would face early elections unless it backed a coalition with the opposition Labour party "
27987,3,"Oracle beats forecast by penny, stock up",SAN FRANCISCOOracle Corp. reported a 16 per cent rise in quarterly net income yesterday as the world 's second-largest software company benefited from steady demand for its flagship database software.
49845,3,"UPDATE 3-Siebel sees sales beating estimates, shares jump","Business software maker Siebel Systems Inc. (SEBL.O: Quote, Profile, Research) on Monday said third-quarter revenue would beat Wall Street estimates, driven by a rebound in licensing "
93756,2,GLAZER HOUNDED WHERE EVER HE GOES,Yesterday Deutsche bank were reported to be involved in talks on Monday with the Glazer camp about the possibility of replacing JP Morgan - not any more they ain 't.
82307,4,Cell Signaling Technology,"Carlos Del Castillo, IT manager at Cell Signaling Technology, drove the effort to move the company to Macs. Now  “no one worries about the system anymore, ” he says.  “They ’re concentrating on their work, using the Mac as a tool rather than as a computer. ” Also, check out Why Mac for Science and other new features on the Science site.\ Nov 04"
36079,4,Putin Tells Ministries to Salvage Kyoto -- Lobbyists (Reuters),"Reuters - Russian President Vladimir Putin has told key ministries to sign the Kyoto protocol on global warming in a step toward salvaging the U.N. plan, international environmentalists said Wednesday."
62045,4,UNC Starts Pilot File-Sharing Program (AP),"AP - Four schools in the University of North Carolina system will participate in a pilot program that allows students to download music, movies and other copyrighted material on the Internet for free."
25635,1,AstraZeneca hit by drug rejection,Shares in drug giant AstraZeneca fall after a US medical panel recommends that regulators reject its new drug Exanta.
83072,4,Verizon  to Buy NextWave Licenses,"Verizon Wireless announced Friday that it plans to buy airwave licenses from NextWave Telecom Inc. for $3 billion in cash, giving the cellular phone giant the ability to carry more calls in some of the nation's largest cities.\<FONT face=""verdana,MS Sans Serif,arial,helvetica"" size=""-2""\ color=""򢰪""><B>-The Washington Post</B></FONT>"
62821,1,First Permanent Russian Military Base Opened,Russian President Vladimir Putin and Tajik President Imomali Rakhmonov dedicated the first permanent Russian military base in Tajikistan today.
57212,3,Senate Approves Corporate Tax Bill,"The bill's tax breaks, while worth about $140 billion over 10 years, is also designed save that much by closing shelters and raising customs fees."
58585,4,Dell and Philips Ink $700 Million Deal,"Dell has won a $700 million hardware and services contract with Philips Electronics. The deal will include the sale of Dell OptiPlex desktop computers, Precision workstations and Latitude "
59639,1,Tory MP calls for independent experts at sub inquiry,"OTTAWA - The navy board of inquiry investigating the fatal submarine fire aboard HMCS Chicoutimi should include independent members, perhaps from another country, says Tory MP Bill Casey."
47415,2,Els takes lead at WGC American Express,"Playing some of his best golf in the worst conditions, the South African breezed through a wacky day of weather at the WGC American Express Championship by starting with four straight birdies and finishing with an 8-under 64, giving him a two-shot lead "
104315,2,Boggs Heads 2005 Hall of Fame Ballot (Reuters),"Reuters - Five-time American League batting champion Wade Boggs, two-time NL batting champ Willie McGee and former Cy Young Award winner Jack McDowell are among 12 first-year candidates on the 2005 Baseball Hall of Fame ballot."
8794,2,Second gold medal won 't be awarded,"ATHENS, Greece -- The International Gymnastics Federation said it won 't request a duplicate gold medal or change the results in American Paul Hamm 's disputed victory in the all- around event at the Olympics."
63705,3,Yum Brands Names New Operating Chief,"Fast-food restaurant operator Yum Brands Inc. on Monday named David Deno chief operating officer, replacing Aylwin Lewis, who resigned to become president and chief executive of Kmart Holding Corp."
56899,1,Kanye triumphs at Source awards,Rapper-producers Kanye West and Lil Jon  win three awards each at the Source Hip-Hop Music Awards in Miami.
27259,4,Yahoo agrees to buy Musicmatch for $160 mn,"NEW YORK, September 14 (New Ratings) - Yahoo! Inc (YHOO.NAS) has agreed to acquire Musicmatch Inc, a privately held digital music software company, for about $160 million in cash."
79256,2,Cocaine and opiates found in Caminiti 's body,"Caminiti died from acute intoxication due to the combined effects of cocaine and opiates, a spokeswoman for the New York City Medical Examiners Office told ESPN."
51333,2,Pennington 's return inspires Jets offense,"Chad Pennington, who missed the previous three games due to a rotator cuff injury on his right (throwing) shoulder, returned with a fury on Sunday."
38720,4,Group Abandons Work on Anti-Spam Standards,"The Internet Engineering Task Force (IETF) has shut down the MARID working group, which was attempting to develop a Sender ID standard."
113591,1,US begins operation to hunt Taliban,"KABUL, Dec 11: The US-led military in Afghanistan has kicked off a new operation to hunt Taliban militants in their winter stronghold and force them to accept an Afghan government reconciliation offer, a US military spokesman said on Saturday."
39588,2,Giants Blast Dodgers to Aid Playoff Hopes (AP),"AP - Pedro Feliz hit a tiebreaking grand slam with two outs in the eighth inning for his fourth hit of the day, and the Giants helped their playoff chances with a 9-5 victory over the Los Angeles Dodgers on Saturday."
20532,1,Qureia endorses Hamas revenge,"Ahmed Qureia, the Palestinian prime minister, today broke with calls for a ceasefire and said that Hamas would be  ""justified "" in taking revenge for an Israeli airstrike that killed 14 of its activists."
9149,4,Nokia to offer encryption tool,The handset maker is teaming up with a Swedish security company to offer encryption software for some of its phones.
87685,4,Microsoft To Spoil Google  & Yahoo 's Search Party,"With the announcement of its new search engine, Microsoft is all geared to spoil the search engine party of Google and Yahoo. The software giant today released a beta version of its new MSN search service, claiming "
65323,3,"Coke, Bottler and EU Reach Antitrust Deal"," ATLANTA (Reuters) - Coca-Cola Co. <A HREF=""http://www.investor.reuters.com/FullQuote.aspx?ticker=KO.N target=/stocks/quickinfo/fullquote"">KO.N</A> and its largest  bottler, Coca-Cola Enterprises Inc. <A HREF=""http://www.investor.reuters.com/FullQuote.aspx?ticker=CCE.N target=/stocks/quickinfo/fullquote"">CCE.N</A>, said on Tuesday  they had reached an agreement to settle a five-year antitrust  case with the European Commission."
92423,1,Israel Vows Response to Rocket Fire from Lebanon," JERUSALEM (Reuters) - Israel vowed on Tuesday to respond  against militants who launch rocket attacks across its border,  after two rockets were fired toward the Jewish state from  southern Lebanon overnight."
50054,3,Economists expect job creation to pick up,"US employers will add jobs at a quicker pace at the end of 2004 and throughout 2005 than earlier expected, according to a survey of economic forecasters out Monday."
20892,2,Petacchi snatches victory again in Zaragoza,For the second year running Alessandro Petacchi won a bunch sprint at the Tour of Spain in Zaragoza to take his second stage of the 2004 race.
11919,3,Stock Futures Near Unchanged After GDP," NEW YORK (Reuters) - Stock futures were little changed on  Friday after the Commerce Department released preliminary  figures showing gross domestic product rose 2.8 percent in the  second quarter, which was in line with Wall Street  expectations."
84749,4,In search of the albino elephant,Tom Parker heads out for a sighting of the rare white elephant in Sri Lanka.
31467,1,Caught in Rebels' Cross Hairs: Iraqis Working for Americans,The killings of Iraqis who work on U.S. military bases send a chilling message not to cooperate with the Americans.
71115,3,US insurance investigation widens,"Investigators probing US insurance firms are alleged to have found evidence of improper practices at Aon, the world 's second largest broker."
28155,1,"Israeli Troops Kill Girl, Five Militants in West Bank"," NABLUS, West Bank (Reuters) - Israeli forces killed an  11-year-old girl and five militants in a West Bank raid on  Wednesday, keeping up pressure in Palestinian areas as Prime  Minister Ariel Sharon's plan for a Gaza pullout moved forward."
36247,1,Peruvian president presses for trial of predecessor,Peru 's president urged world leaders on Wednesday to pressure Japan to extradite former Peruvian president Alberto Fujimori to face corruption charges and allegations he authorized death squad massacres a decade ago.
54106,4,Gluecode Contributes Open-Source BPM Engine (TechWeb),TechWeb - Gluecode Software is contributing what it says is the first open-source business process management engine to the Apache Software Foundation.
21011,1,IAI takes rap for Ofek-6 failure,"Israel Aircraft Industries, the senior partner involved in construction of the Ofek-6 spy satellite and the Shavit launcher, yesterday accepted full responsibility for the malfunction that caused the failure of Monday 's launch."
26983,4,Ground Zero Workers File Billion-Dollar Health Lawsuit,"Nearly three years to the day of the 9/11 terrorist attacks, lawyers for more than 800 ""Ground Zero"" rescue and clean-up workers announced Monday a billion-dollar class-action lawsuit against owners of the World Trade Center for exposing the workers to allegedly toxic conditions."
117857,1,"Suicide Bomber Kills 18 Iraqi Troops, 1 Civilian"," BAGHDAD, Iraq (Reuters) - A suicide car bomber hit a bus  carrying Iraqi National Guards on Sunday, killing 19 people in  the deadliest attack of its kind in nearly four months on  Iraqis cooperating with U.S. forces to secure a Jan. 30  election."
49336,1,Pope 's wish list startles,"The Pope, looking tired and speaking with difficulty, has ploughed into fresh controversy with two startling new beatifications. Among the five people he set on the road to canonisation "
18667,1,Catch-up babies have weak chests,"Babies slow to grow in the womb who play catch-up in their first weeks of life after birth risk chest illnesses, research shows."
92975,4,In Brief: Bowstreet unveils pre-packaged portal offerings,"Bowstreet this week launched its Enterprise Portal Solutions, a set of portal-based composite applications designed to bolster employee, partner, and customer productivity."
89117,4,News: Say hello to the 'time bomb' exploit,"Prepare yourself for ""time bomb"" exploits that attack web-based systems at a pre-determined time."
65829,1,Blair denies politics plays role in decisions on troops,"LONDON -- Prime Minister Tony Blair said yesterday that British troops would only be redeployed to the more volatile, US-controlled sector of Iraq if it was militarily justified."
14555,2,Schumacher Rewrites the History Books Again,It was not quite business as usual for Michael Schumacher on Sunday. He was on the podium at the end of the Belgian Grand Prix but in second place.
26280,4,Feds Warn on Children and Antidepressants,"By DIEDTRA HENDERSON    WASHINGTON (AP) -- A Food and Drug Administration epidemiologist who triggered a closer look at suicidal behavior among children taking antidepressants cited independent experts at hearings Monday who he said support his findings.    In addition to seeing increases in suicidal thoughts among children receiving all the antidepressants he studied, Dr..."
24981,2,Freshman mixer,"SOUTH BEND, Ind. -- Notre Dame found a familiar way to make its problems go away -- beat Michigan."
20016,2,Finland Beats Germany 2-1 in Cup Play (AP),"AP - Mikko Eloranta tipped a shot past Olaf Kolzig with 3:22 left, lifting Finland to a 2-1 win over Germany on Monday and into semifinals of the World Cup of Hockey."
39680,2,Pedro knows his daddy,Boston -- There were no new concession speeches or genealogy reports issued yesterday by Pedro Martinez. Nothing more needed to be said.
95455,3,Rayovac to Buy United Ind. for $476 Mln," NEW YORK (Reuters) - Battery maker Rayovac Corp. <A HREF=""http://www.investor.reuters.com/FullQuote.aspx?ticker=ROV.N target=/stocks/quickinfo/fullquote"">ROV.N</A> on  Tuesday said it would buy United Industries Corp., a maker of  lawn and garden products, for about $476 million in cash and  stock in a bid to diversify its product mix."
30238,3,At least five rigs adrift in the Gulf,NEW ORLEANS Five offshore oil rigs were set adrift in the Gulf of Mexico and three others were damaged by Hurricane Ivan. The Coast Guard says it received a report from Diamond Offshore that a 335-foot semi 
86775,3,Losing 60 years of experience,STUART Rose conceded that more than 60 years of Marks  & Spencer experience was walking away with the clutch of top-tier departures.
119840,1,The Talk Shows, <em>  Guests to be interviewed today on major television talk shows:</em>
32314,1,"In Michigan, criticism grows over Toronto's export of trash",TORONTO -- Joe Racanelli slung a sagging plastic bag onto a heap of others on the back of his garbage truck and leaned on two levers to close a set of steel jaws.
32807,1,Millions of Indonesians Vote in Landmark Election (Reuters),Reuters - Indonesians voted on Monday in a landmark election expected to remove President Megawati Sukarnoputri and install an ex-general who has vowed firmer leadership in fighting terror and boosting the economy.
16648,3,US Airways Pilots Hint Deal Is Near on Cuts,he pilots ' union at US Airways said yesterday that it might be close to reaching an agreement on wage and benefit cuts that the struggling airline contends are necessary to avoid another bankruptcy filing.
11246,1,Clerics Said to Reach Najaf Peace Deal,"Description: Iraq 's top Shiite cleric, Ayatollah Ali al-Sistani, is reportedly successful in reaching a peace to end three weeks of violence between allied US and Iraqi government troops and militiamen loyal to cleric Muqtada al-Sadr."
23746,4,"Altnet Fights Back, Sues RIAA",Peer-to-peer company accuses RIAA and its partners of infringing upon its patents.
69788,1,Re-Election May Not Bear Bush Promises (AP),"AP - On the campaign trail, belting out promises for the next four years, President Bush exudes confidence and optimism. Yet the reality of a second term is that Bush would be boxed in by many of the momentous decisions he made in the first."
60189,2,Cricket: Harbhajan 's dual strike halts Australia in second Test,"MADRAS, India : Off-spinner Harbhajan Singh grabbed two wickets in three balls to lead India 's fightback in the second cricket Test against Australia here."
19731,1,Gainesville man  'rocking and rolling ' as quakes hit Japan,"A Gainesville man, who is on business in Tokyo, says his room was  ""rocking and rolling "" as two strong earthquakes struck Japan Sunday."
119819,2,Mets set sights (quietly) on Beltran,"The Mets stayed well under the radar for a good while with their stealth pursuit of Pedro Martinez, and it looks like they will try to take that approach again."
104945,1,Burma crackdown on Indian rebels,The Indian army says Burmese troops have begun an offensive to flush out Indian rebel bases in their territory.
1283,3,January trial is set for former HealthSouth CEO,"BIRMINGHAM, Ala. -- A federal judge has scheduled jury selection in the fraud trial of fired HealthSouth Corp. chief executive Richard Scrushy to begin Jan. 5."
13756,1,"US troops clash with assailants in northern Iraq, killing two <b>...</b>","MOSUL, Iraq US troops have clashed with insurgents firing rocket-propelled grenades from a mosque in northern Iraq. The US military says two attackers were killed and 34 civilians hurt."
110062,1,Iraqi Officials Consider Extending Voting Period,"BAGHDAD - Iraq 's Independent Electoral Commission said on Wednesday it may consider holding next month 's elections over an extended period, as Prime Minister Iyad Allawi had suggested."
48024,2,Ichiro talks about his  'greatest moment ',"SEATTLE -- Achieving the Major League record for the most hits in a single year was  ""the best moment of my career, "" Seattle Mariners Ichiro Suzuki said after Friday 's game."
12255,3,Former Financier Pleads Not Guilty to New Charges,"Former financier Martin Armstrong pleaded not guilty to expanded charges of fraud on Friday, just days after he challenged a contempt order that has kept him imprisoned for more than four years."
106791,3,"Nothing Ventured, Everything Gained","A new trading tactic that could tip takeover battles has emerged from the hedge fund industry, sparking outrage among some investors and corporate governance experts."
27983,1,China Party Chief Rules Out Multi-Party Democracy,Chinese Communist Party chief Hu Jintao ruled out multi-party democracy on Wednesday on the eve of a key meeting aimed at tightening the party 's grip on power.
42250,3,Oil Charges Over $50 on Nigeria Threat,<p>\</p><p> By Andrew MItchell</p><p> LONDON (Reuters) - Oil prices raced to new record highs above $50 on Tuesday as rebel threats against Nigerian oil facilities threatened to inflict further strain on global supplies.</p>
100341,2,"NBA Needs to Look in Mirror, Not Just at Artest",Ron Artest has some time off now to assess where his life and his career are going. He can get some help. He is only 25 and it 's not as if he can 't revive his career next season.
50404,1,"Cheney, Edwards to Meet in Only Debate","CLEVELAND - After lashing out at each other for months from a distance, the two vice presidential candidates are meeting face to face Tuesday night at Case Western Reserve University for their only debate before the Nov. 2 election..."
52758,2,Virginia opens ACC vs. nemesis Clemson,"After bolting to a 4-0 record and its highest ranking in five years against opponents with a collective 7-13 record, Virginia begins its football season "
42184,4,GAO Says Offshoring Could Stymie Tech Job Growth,"SEPTEMBER 27, 2004 (COMPUTERWORLD) - A new government report indicates that offshore outsourcing could hurt IT employment growth over the next decade."
101575,1,Djamshid says farewell and thank you to Canada on eve of long trip home (Canadian Press),Canadian Press - TORONTO (CP) - A 10-year-old Afghan boy whose struggle for life captured the hearts of Canadians bade a fond farewell to the country that rescued him Thursday as he prepared for a long journey home to a life of abject poverty.
114653,3,Lockheed Martin to Buy Stasys Ltd.,"Defense contractor Lockheed Martin Corp. on Monday said it agreed to buy Stasys Ltd., a Britain-based technology and consulting firm specializing in network communications and defense interoperability."
94044,1,Abkhazian police defiant,Police in Georgia's breakaway Abkhazia region refuse to take orders from the government.
45591,2,Shearer just the trick for Toon,Alan Shearer and Patrick Kluivert teamed up to fire Newcastle into the group stage of the UEFA Cup with a striking master-class in Tel Aviv.
1790,3,Mobile Boohoo for Sohu,Chinese net stock Sohu.com (Nasdaq: SOHU) dropped by 10 on Friday after the company announced that its multimedia messaging services with China Mobile Communication had been temporarily suspended for a year. The sanctions were ...
89542,1,"Roh Urges U.S. Dialogue, Not Showdown, with N.Korea", SEOUL (Reuters) - South Korean President Roh Moo-hyun has  called on the United States to try dialogue with North Korea  rather than take a hard-line approach in its efforts to  persuade Pyongyang to give up its nuclear weapons program.
19730,1,Lebanese Minister Resigns to Protest Presidential Term Extension,A Lebanese cabinet minister has resigned to protest parliament 's controversial decision to extend the term of Syrian-backed President Emile Lahoud.
55964,3,Police: 6 killed in arson at Philadelphia rowhouse,"Philadelphia -- A fast-moving arson fire killed six people in a rowhouse before dawn Saturday, four of them children, police said."
