,label,text
4975,1,A fellow student saw this felt sorry for Miss Kim and offered her his own book.
1874,0,"No student, who wears socks, is a swinger."
371,1,"I rolled up a newspaper, and Lynn did a magazine?"
1300,0,The Ferrari which Pietro bought from me and Sofia adores him cost him a bundle.
241,1,"The more you eat, the more you want."
725,0,The room was left angry.
369,1,"Mary thinks that John said that pictures of himself, Susan likes?"
1162,1,Tom drives as that man does.
3465,0,much bags is needed.
1158,0,The doctor brought to the passengers who had passed cut from the fumes.
1494,1,Around midnight I promised that he would be there.
4166,1,We listened to as little of his speech as possible.
52,1,The witch vanished into the forest.
2159,1,Terry touched Bill's shoulder.
5214,0,Even Sue said anything.
1095,1,Who did he expect to show up who I was acquainted with?
2161,1,Carla hit Bill's back.
594,0,The tree broke off some branches.
73,1,The weights stretched the rope over the pulley.
213,1,"The more people arrive, the louder that it gets."
5948,1,I think John likes his beer.
6422,0,Any lion is generally majestic.
409,1,For him to do that would be a mistake.
2025,1,Where did you throw the ball? To third base.
4483,1,"Tom wanted to go home, but Peter didn't want to."
4654,1,It is rumored that he is on his way out.
5924,1,That Angus hates sushi is mysterious.
321,0,Am not I going?
1881,1,That barn has seven pine trees behind it.
6992,1,Sandy is either a lunatic or under the influence of drugs.
5271,1,That he has blood on his hands proves that John is the murderer.
2851,1,Carol cut at the bread.
3955,1,Historians believe FDR to be our most effective president.
4147,0,He are the only person that I can rely on.
8545,0,Anson thought that himself was going to the club.
1667,0,"Fluffy is sick, as surprises me."
4336,1,John continues to avoid the conflict.
7983,0,What Medea wondered if was the potion was ready
2581,0,Water pours easily onto the plants.
5640,1,The puppy loved peanut butter cookies.
4379,0,"If anybody keeps spoiling the children, John keeps."
2071,1,To whom did you send the package?
1623,0,Whether he left!
1601,1,I'll work on it if no one else had.
2190,1,They stood the statue on the pedestal.
8489,0,Which temple did Athena contemplate the reason that her devotees had built?
6208,1,Car sales have surprised the stockbrokers.
5362,1,He offers more than we had hoped for.
6653,1,This large parcel is very heavy and so is this small packet.
6557,1,John saw more horses than Bill saw or Pete talked to.
4747,1,With what did the baby eat the food?
6349,0,John talked to any woman.
1708,0,The hardest that I ever knew a man who said that it had snowed was last January 12th.
333,1,She could not have been working.
1984,1,I didn't give Jack a picture of anybody.
843,0,I only eat fish drunk raw.
1178,0,Mary has never kissed as tall a man as John is.
7517,1,Mary wrote a letter to him last year.
518,1,The ball rolled from the bush to the tree.
1474,0,The coat which a girl came in who had worn was torn.
857,0,You shouldn't play with rifles because to is dangerous.
82,1,Bill sang Sue to sleep.
1855,1,"Me, I like beer."
7965,0,Gilgamesh didn't ate the honey
4814,0,I am not certain about if he will come.
3957,1,Tom locked Fido in the garage.
2928,1,The secretary transcribed the speech into the record.
8299,0,Jason whispered the phoenix had escaped
6240,0,It is reluctant that Jean left.
4797,1,John told us which book we should review.
2870,1,Herman mixed the eggs with the cream.
3192,1,The bandits murdered innocent victims.
685,1,Bill slowly recited his lines.
3834,0,There sang a man with a pipe.
1222,0,"The money which I am discussing Sarah's claim that the company squandered amounts to $400,000."
72,1,The rope stretched over the pulley.
1697,1,Maxwell isn't half the doctor that feared Marge would realize Tom had confessed that he knew Bill expected him to be.
891,1,"If Ron knows whether to wear a tuxedo, and Caspar knows whether not to, do they know different things?"
5511,0,That's the most kind answer that I ever heard.
245,1,I wonder to how many people Bill talks.
7921,1,"There's going to be a party, isn't there?"
4106,0,Sharon has been eager finishing the book.
6885,1,Near Strasbourg my brother lives.
7610,1,Whom did Bill leave.
5658,1,The cat ate the spider.
5792,1,the book of poems with a red cover and with a blue spine takes a very long time to read.
3826,1,The government kept all the money.
1571,1,I regret it exceedingly that she was lying.
4284,0,It tried to bother me that Chris lied.
5483,0,It was so awful a picture as it first seemed.
6508,0,"Every cat doesn't like mice, but Felix doesn't."
69,1,Bill pushed Harry along the trail for hours.
2667,1,Nora sent the book from Paris.
6758,1,She said that in came Aunt Norris.
5574,1,The robot kissed itself.
1420,1,"I am confident of, and my boss depends on, a successful outing at the track."
4475,1,Do be honest!
7974,1,The pigs grunt
4356,1,There are believed to be sheep in the park.
979,1,John bought the picture of himself that Bill saw.
2550,0,Cheryl stood the books from Edna to Sarah.
1656,0,I loaned Maggie a Swiss Army knife whose to open the padlock with corkscrew.
7243,1,That is what you should see.
6076,1,Calvin will be eating.
3684,1,His second book came out earlier this year and became an instant best-seller.
3096,1,The dog barked at the cat.
3539,0,They can happy.
2777,1,Steve tossed the ball to Anna.
53,1,Bill disappeared down the road.
3978,1,"The students of English from Seoul faced many issues in the process of interpreting, transcribing, and editing the poems."
1443,1,Did his having played the piano surprise you?
5350,0,A tangerine isn't as much different from an orange as I'd thought.
5265,1,That John is a fool is obvious.
5384,1,She has enough of a problem as it is.
5878,1,Michael accidentally broke the glass.
5490,0,Sally is such a fool as people think.
1478,1,That that it would confuse the guards for Herschel to throw a fit was obvious is not true.
1525,1,That Jack sometimes slept is impossible.
7311,1,I know that she runs.
4686,0,He is looked generally on as selfish.
8148,1,Where did they go all for their holidays?
3581,1,"I know I should go to the dentist's, but I just don't want to."
5767,1,John knew that there would be a picture of himself hanging in the post.
8447,1,Gilgamesh is fighting the dragon.
2363,1,Alison poked Daisy in the ribs.
8266,1,Oil spread over the sea shore.
5275,1,It is believed to be obvious by everyone that Fred is crazy.
2793,0,Squirrels pelt easily with acorns.
2600,1,Jessica splashed water at me.
3386,1,We walked ourselves into a state of exhaustion.
8313,1,Poseidon appears to own a dragon
1121,1,I found to be delicious some fruit which I picked up on the way home.
2514,0,Willa arrived breathless.
4739,1,Who is clever?
7230,0,I sent to you recipes.
6988,1,Pat is a Republican and proud of it.
7219,1,Mary will arrive tomorrow.
2583,1,Cora coiled the rope around the post.
5370,1,Sally eats the stuff more.
6579,1,I wonder who and whose friends he handed over to the FBI.
6705,0,Too much vehicles are damaged by salt.
4004,1,The monkeys kept forgetting their lines.
5155,1,It was to Boston that they decided to take the patient.
4748,1,How did he eat the food?
3275,0,The heat soared the temperature.
5736,1,He blew up the building.
4132,1,Edward usually remembered to send a copy of his e-mail to himself.
3322,1,The bag is bulging with groceries.
5820,1,The roof of the building is leaking.
423,1,Someone stole my car.
2743,1,Carmen bought a dress from Diana.
3276,0,There soared oil in price.
7541,1,Mary really appreciates and constantly praises herself and Sue knows it.
6877,1,Memo ate the spaghetti.
2001,0,The noise gave a headache to Terry.
5500,1,You have presented so elegant a solution that we can only admire it.
2250,1,The mouse nibbled the cheese.
7763,0,Who did you believe that to kiss seemed wrong?
5331,1,"Those people, after the party, will not come home."
4293,1,Pat is eager to be examined by the dentist.
666,1,Sue put the books on the table and the records on the chair.
4630,1,No one believes that he is a fool.
1686,0,John's I stole bike.
3822,1,John deprived his sons of game cards.
3504,1,Chris must liking syntax.
242,0,"You eat the more, the more you want."
4575,0,Sam may be had been interrogating by the FBI.
162,0,"The more pictures Mary looked at, she got angrier and angrier."
3111,0,Cynthia devoured .
4086,1,We convinced him that the operation is safe.
4795,1,Peter will decide which book we should review.
1982,1,I gave Jack a picture of myself.
459,1,I need Sally to be there.
6086,1,He has not eaten yet today.
355,0,Who did you ask whether Mary knows why John likes?
1897,1,Jerry's sister has a blemish on the end of her nose.
1388,1,The only relatives who I'd like to do away with are my aunts.
8293,0,Gilgamesh must should seek Ishtar
7718,1,"Poseidon wept, after the executioner left."
657,1,John gave Bill the book.
593,1,Some branches broke off of the tree.
6898,1,The thief smashed the window with a hammer.
8521,1,Dracula thought him to be the Prince of Darkness.
135,1,"Everyone keep your mouth shut tighter, the more John eats, OK?"
7190,0,"Will put a picture of Bill on your desk before tomorrow, this girl in the red coat will put a picture of Bill on your desk before tomorrow."
6693,1,Mr Woodhouse sat in an armchair.
3089,0,Ellen warned to Helen.
1046,1,All the men surrounded the fort.
4741,1,Be very clever.
4693,1,Peter has been asked to resign.
3963,1,Tom hid the manuscript in the cupboard.
5317,0,"Handsome though my friends suggested that Mary thinks that Tom is, I still won't date him."
6732,1,Nurse Rooke has discovered where Anne Elliott stayed.
2212,0,Brenda chatted Molly.
6659,1,The cat trotted into the kitchen.
5359,1,These plants may grow as much as 6 feet high.
7053,1,I will try and buy some whiskey.
3502,1,I have never put the book.
6337,1,John loves pictures of himself.
516,1,The electrode was struck by ions.
8349,0,I said this he left
5644,0,The sing loved peanut butter cookies.
5860,1,Yeltsin saw Stalin holding the bag.
6673,1,The wealthy young man bought his secret fiancée that piano.
3494,1,"In English, the main verb agrees with the head element of the subject."
8133,1,Lee's youngest and Dawn's oldest son ran away.
7306,1,It was in the barn or it took place in the barn.
1687,1,Maxwell isn't the doctor that his father was.
6383,1,You may pick any flower except the rose.
2353,0,We investigated bombs in the area.
2856,1,The knife cut the bread.
5299,1,"Because he's such a nice guy, what would John like?"
3324,1,The bag is bulging.
7946,1,We donated a chopper to the new hospital
8231,0,We kicked us
5542,1,"I'm sad, as much as I'm angry."
7986,0,Medea wondered if that the potion was ready
2455,1,There was found in this cave an ancient treasure trove.
7643,1,"Only Churchill remembered giving the Blood, Sweat and Tears speech."
6314,1,What does Calvin like.
1562,1,Mike will sing if you will.
6020,1,The cat had eaten.
5713,1,The cat put her catnip toy on the plastic mat.
788,1,To go abroad would be nice.
7616,0,Mary judged there.
7762,1,It's extremely windy today.
6725,1,Show me the folder in which you stored the documents.
3173,0,Marlene dressed her body.
5558,0,John is taller than six feet is.
3607,1,"The tall, kind, handsome man kicked the ball."
5708,1,The kangaroo hopped over the truck.
7782,1,Jason would prefer for Medea to have cursed Agamemnon.
3541,0,They can door.
8534,1,The readings of Shakespeare satisfied me
6691,1,Emma slighted Miss Bates.
4257,1,John tries to fix the computer.
6483,0,John slipped in front of anyone who was there.
6048,1,Heidi investigated if John ate the cauliflower.
1714,0,The hardest that that it has snowed here is believed was last January 12th.
3423,0,The assignment completed.
379,0,How do you wonder who could solve this problem.
7931,0,The Greeks arrived all.
7378,1,I saw the student.
7512,1,John said he was sick.
5102,1,What you heard was an explosion.
3981,1,"By law, every dog and cat in the area has to be neutered."
7364,1,I saw John with a telescope.
4220,0,Her family are all avid skiers.
191,1,"The more geniuses John meets, the angrier he gets."
3121,0,Cynthia munched at peaches.
2134,1,Monica covered the baby with a blanket.
5208,1,"We don't have potatoes, or at least not enough."
8459,0,Anson believed Jenny to have hurt himself.
1975,1,It is not certain that you'll marry any student.
6973,1,People go hunting in the Autumn.
7423,0,"Yes, she."
7502,1,We wonder whether Bill left.
3356,1,The accident happened.
7555,1,John heard that I criticized myself.
5667,1,The dastardly surgeon stole the physician's lunch.
659,0,John gave Bill of the book.
939,1,"China is a country that Joe wants to visit, and he will too, if he gets enough money."
4472,0,The proposal did be endorsed by Clinton.
6878,1,Memo liked lasagna.
3849,1,He baked Tom the bread last night.
2319,1,The twig broke off of the branch.
7284,1,Mary should buy some flowers on Sunday.
5856,1,That Harry loves dancing is evidenced by his shiny tap shoes.
1122,1,I found delicious some fruit which I picked up on my way home.
345,1,John wrote books.
5512,0,That's a most kind answer that I ever heard.
6717,1,Fanny was delighted by the idea that she could subscribe to a library.
3272,1,The roses bloomed.
7332,1,"I go, run, swim, jump, fly, crawl, dance, walk."
7316,1,I prefer for Mary to run.
4365,0,We expect the dentist to examine ourselves.
3858,1,The students all enjoyed that summer.
4235,1,Fifty pounds seem like a lot of weight to lose in one year.
3437,1,"In January 2002, a dull star in an obscure constellation suddenly became 600,000 times more luminous than our Sun, temporarily making it the brightest star in our galaxy."
2646,1,Carla shoveled the snow from under the bushes.
8539,0,Anson left before Jenny saw himself.
4777,1,Who DID put the book in the box?
2869,1,That chisel carves well.
7405,1,she is the mother of John.
7800,1,The potion boiled over
7200,1,It was for $1000 that Ann bought a first edition of Richard III.
2962,1,Sandy sang.
4468,0,He might do leave.
4997,1,John made it clear that he would finish it on time.
2146,1,Janet broke the vase.
4359,1,There is likely to be no student absent.
6484,1,At 4 p.m. I saw John lecturing to everyone who was near him.
7136,0,Bill will put a picture of she on your desk before tomorrow.
4903,1,He made a statement which everyone thought was really interesting and important.
1364,1,The boy's guardians' employer we elected president.
933,0,"While Rusty might leave in order to please Mag, he won't his father."
6343,1,John wants to congratulate himself.
6569,1,On which table and under which flower pot did John put the keys?
3166,0,Tessa sprained Mary 's ankle.
2492,1,He worked his way through the book.
7924,1,What Medea attempted was to poison her children.
7557,1,Mary likes herself.
5279,0,How easy to please John is it?
4280,0,John seems to be easy to fool Ben.
1387,0,The place which I live at is the place where Route 150 crosses the Hudson River.
7407,1,The paper is readable.
4935,1,The person who John asked for help thinks he is foolish.
2904,0,I detached the handle and the box.
5950,0,I think if John likes his beer.
3613,1,The student enjoyed his English syntax class last semester.
3925,1,No photo of Max and sketch by his students appeared in the magazine.
7089,1,"Kim went to the store, and then Lou."
7159,1,This girl in the red coat but no boys will put a picture of Bill on your desk before tomorrow.
7142,1,This girl will put a picture of Bill on your desk before tomorrow.
4301,0,Stephen persuaded the cat to be out of the bag.
5768,1,"Although he loves marshmallows, John is not a big fan of chocolate."
389,1,He has often seen Mary.
4698,1,The balloon is positioned in an area of blockage and is inflated.
1336,1,Sasha is gobbling down dumplings faster than I can reheat the meatballs.
7966,1,The sheep cries
1818,0,John tried for Bill to play checkers.
2359,1,Selina touched the horse on the back.
1741,1,"They said that Tom wouldn't pay up, but he did go to the bank, and he did pay up."
5009,1,John is tough to please.
328,1,"No books survived the fire, did they?"
7476,1,we need to provide two trees and.
416,0,John believes that him is sick.
2858,1,Carol carved the stone with a chisel.
6227,1,I blew it up.
2040,1,I shipped the package halfway around the world.
6628,0,Dogs chase.
1757,1,I have some papers to grade.
8418,1,"Poseidon had run away, before the executioner murdered Hera."
5029,1,"This $500 bribe will cost the government $500,000 to prove that Senator Jones accepted."
1375,1,How tall a man did Sheila marry?
7336,1,The time elapsed slowly.
5657,0,Cat ate the spider.
1361,0,The boy whose we elected guardian's guardian's employer president betrayed us.
7017,0,Chris will become talking to colleagues.
4470,0,He does may leave here.
8327,1,"So that he could escape, Jason became invisible"
197,0,"The more he eats, the poorer he knows a woman that gets."
633,1,What John did to the wall was hit it.
4198,1,The man holding the bottle disappeared.
8310,0,Owners of a pig loves to eat truffles
5607,1,I expect to soon see the results.
6329,0,Heidi believes John's description of herself.
1031,1,Who believes anything that who says?
4117,0,We made them are rude.
7498,1,We put a book on the table.
3702,1,John put a book on the table.
6639,1,Which room did Jeeves sauntered into?
4713,1,This noise cannot be put up with.
8005,1,That Jason arrived infuriated Medea.
6062,1,Rory ate muffins.
4164,1,In preparation for the return fixture this team has trained more efficiently than they had in recent months.
5727,1,I put the milk in the fridge.
5211,0,It's not the case that every boy has any potatoes.
1545,1,John is prouder of having gone than people who don't know him would expect me to believe he would be.
7325,1,"Suddenly, there appeared two ships on the horizon."
2521,1,Audrey tiptoed to the door.
6307,0,Which language do you want to hire someone who speaks?
1847,0,"They can't stand each other, them."
6488,1,John liked everything that was placed before him.
3922,1,The bird devours the worm.
2836,1,Alison poked the cloth with a needle.
5338,1,Jack eats caviar more than he sleeps.
752,1,They represented Mary to the dean as a genuine linguist.
332,1,She kept not seeing him.
6000,1,I should not eat plums.
2067,1,She fell into a funk.
2207,1,We loaded ourselves onto the bus.
3131,1,Paul exhaled.
2052,0,Jill offered the ball at Bob.
890,1,You should unload rifles because not to s is dangerous.
1902,0,John had an error in the proof Sarah presented.
2890,1,The yolk separated from the white.
1479,1,It is not true that that it would confuse the guards for Herschel to throw a fit was obvious.
1527,0,That Jack ever slept is possible.
1119,0,They dismissed as to costly the proposal.
8379,1,Gilgamesh might not have been reading the cuneiform tablets.
305,0,This is a problem that you solve it and you'll be able to tell the folks up at corporate headquarters to buzz off.
3117,0,Cynthia lunched at peaches.
6627,1,Dogs chase cats.
7391,1,I saw the student of physics with long hair.
1088,1,Whom did Mary see walking toward the railroad station?
8345,1,That the golden thread would show Jason his path through the labyrinth was
7216,1,What John told us is that he wants to quit school.
3844,1,Doing syntax is not easy.
8234,0,It was claimed that by everyone the poison was neutralised
4426,1,Was the child in the school?
2735,0,Brown equipped a camera next to Jones.
7642,0,Susan hopes her to sleep.
6121,1,He kissed her.
7263,1,They know if Mary won.
3627,1,Where did he look?
7413,1,Beavers build dams.
1276,1,Here's the whisky which I went to the store and bought.
2323,1,The twig and the branch broke apart.
8325,0,Someone did Medea poison.
6738,1,Yesterday Lydia eloped with Wickham.
7029,0,Kim alienated cats and beaten his dog.
8225,0,Which city do you believe the claim that Philip would invade?
240,1,So much did he eat that he got sick.
3719,1,Time flies like an arrow.
5479,1,He's such a tall man.
8134,1,Anson kicked the cat
4219,1,Her family is all avid skiers.
2474,1,Sarah sang an aria.
7408,0,It is readable of the paper.
6852,0,Only the best students would he give this book.
6832,1,Ayala sent her cousin the diamond necklace.
1637,0,"When I am awake at that time and Susan is asleep, Bill will leave."
3677,1,The little boy hit the child with a toy.
253,1,"The more pictures of him appear in the news, the more likely John is to get arrested."
4428,1,Was the child found?
6833,0,Ayala sent back her cousin the diamond necklace.
2741,1,Carmen bought a dress for Mary.
739,0,The men were struck by the idea as nonsense.
3409,1,The package weighed ten pounds.
3624,1,John looked up the inside of the chimney.
5583,1,I gave myself the bucket of ice cream.
8212,1,Which poem about Achilles did Homer recite?
7357,1,The agency classified the documents.
6813,0,Larry all hunted the foxes.
2357,0,I sought the woods for game.
6252,1,Jean wants herself to dance.
1609,1,He said he would leave and now he's done it.
3404,1,Sasha lingered over lunch.
2662,1,The cook boned the fish.
2369,1,They praised the volunteers' dedication.
1226,1,"The money which I will make a proposal that we squander amounts to $400,000."
2708,1,Amanda drove packages to New York.
1679,0,It is this hat that that he was wearing is certain.
3810,1,To delay the march and to go ahead with it have been argued by different people at different times.
1577,0,Seven more ones came in after ten soldiers had left.
2434,1,Columbus believed that the earth was round.
3752,1,His girlfriend bought this computer for him.
2601,0,Jessica loaded boxes at the truck.
285,0,"He seems to become more corrupt, as every senator talks to more lobbyists."
6473,1,John talked to anybody who came up to him at the party.
2544,0,The books put on the table easily.
3560,0,The his jobs are in jeopardy.
1594,1,"Although no one else thinks so, Harry thinks that Sally is innocent."
1058,1,Everyone who had been worrying himself stiff said that he was relieved.
2941,0,Donna fixed last night's leftovers into a sandwich.
8386,0,Anson is incredibly difficult to be pleased.
6960,1,The Minister has arrived.
8529,0,The pigs grunts
7095,1,"John talked to his supervisor about his thesis, and Erich to the dean about department politics."
717,1,The teacher ordered the two boys both to pay close attention.
3572,1,"John will study syntax, and Mary, too."
5662,1,I ate the apple.
8168,0,We believed to be the headmaster
8528,1,Gilgamesh fears death and Achilles does as well
5428,1,John is the kind of the fool that I told you about.
3375,1,The ball rolled into the gutter.
3640,1,Many people drink beer or wine.
3538,1,They can cry.
1444,1,Mike quipped that she never wore this hat.
934,0,"While Doc might claim that Bob had read his book, he won't the paper."
3348,1,The crowd vanished.
7472,0,Henri told Sue in the drawer that Bill put socks.
4457,0,He does have been eating.
483,1,There promises to be a storm tonight.
7713,0,Lucy's Gomez's wallet
2658,0,The painting stole from the museum.
8209,1,Gilgamesh did not fly the dragon.
810,1,It is likely that John has loved Mary.
6304,1,Calvin has dated every girl who Jeff has.
3615,1,It was the policeman that met several young students in the park last night.
6393,1,John talked to every woman who came up to him.
2267,1,Martha carved a toy for the baby.
6356,1,Any pilot could be flying this plane.
3141,1,Linda winked in agreement.
4740,1,How clever you are!
8474,1,No one expected that Agamemnon would win.
2608,1,Lora buttered the toast.
7777,1,Gilgamesh has not read the cuneiform tablets.
720,1,The trainer fed the steaks all to the lions.
4876,1,The president who Fred voted for has resigned.
4927,1,He bought a refrigerator in which to put the beer.
5206,1,A professional dancer would be able to do it.
1827,0,I'm going to write to the Game Warden if more than one deer my neighbor brings back.
8531,0,Anson believed to be happy.
7016,0,Tracy became awarded a prize.
4543,1,John got sent to prison.
1646,0,I brought John a razor to shave myself with.
3562,1,I doubt you can help me in understanding this.
3524,1,The birds are singing because the weather is lovely today.
7055,0,To go and buying whiskey is not the solution to your problem.
4431,1,The child was never running to the car.
6601,1,I like but Tom doesn't like to visit new places.
709,0,Mary persuaded to leave John.
2966,0,The president appointed press secretary to Smith.
6798,0,He was knowing the country well.
714,0,I saw the men all.
7846,1,Gilgamesh should slowly be tickling the mandrake.
6775,0,Because in came Aunt Norris Fanny stopped talking.
1939,1,I can't remember the name of anybody who had any misgivings.
3879,1,The teacher handed the student a book.
6685,1,Did Frank buy something for Jane.
8095,1,We decided to paint the bathroom a lurid lime green colour.
6618,1,Would more accountants make any difference to my tax bill?
4121,0,Book is available in most countries.
6540,0,What do you believe that iron is to be a fact well known to virtually everybody?
4681,1,That's something I would have paid twice for.
8416,0,"Who had Poseidon run away, because the executioner murdered?"
293,0,"It is the folks up at corporate headquarters who the sooner you solve this problem, the more easily you'll satisfy."
4317,1,There seems to be a fountain in the park.
4415,0,John will kicked the ball.
1719,0,That she loved him and it was painfully evident that he loved another.
1729,0,"Sally is tall, and may be, and Sheila is short, and definitely is, blond."
1833,1,"My father, that he's lived here all his life is well-known to the cops."
6194,1,That the police would arrest several rioters was a certainty.
3942,1,The jury seemed ready to leave.
7785,1,Paris is no more
6168,1,I wonder who Jim kissed.
5135,0,John that we are looking for showed up.
2343,1,Ida hunted the woods for deer.
7899,1,The sheep cry
6962,1,Have you ever visited Doubtful Sound?
4479,0,John believed Kim to leaving here.
7385,1,I saw the brilliant one with long hair.
173,0,"The more obnoxious Fred, the less you should pay attention to him."
3230,0,The Romans destroyed the city from a capital into a ruin.
6613,0,Accountant was sitting at her desk.
3706,1,He talked with a girl about swimming.
6154,1,Louis was sent a book.
2391,1,The world saw the beginning of a new era in 1492.
2865,1,Marble carves easily.
668,1,I expect John to win and Harry to lose.
5693,1,I saw these dancers and those musicians smoking something.
1333,0,"The dumplings which Sasha is gobbling down faster than I can reheat are extremely tasty, if I do say so."
7312,1,I know.
1823,0,"It started to rain after Jackie and me, we had finally gotten to our seats."
4029,1,There arose a great storm.
5126,1,I ate what John ate.
3109,0,Cynthia gobbled on the pizza .
2532,1,The teacher meant well.
6099,0,John thinks that left.
5648,0,To the washroom kissed the Blarney stone.
6292,1,Sandra hates reading about herself in the tabloids.
4402,1,It will rain tomorrow.
29,1,Fred tracked the leak to its source.
4782,1,Who do you believe invited Sara?
6392,1,A man who saw the fly in the food didn't eat dinner.
4382,1,She would never believe that story.
1809,1,Sonatas are difficult to play on this violin.
451,1,Who bought what?
254,0,"The more pictures of himself appear in the news, the more likely John is to get arrested."
273,1,"The more lobbyists he talks to, the more corrupt every senator seems to become."
588,0,the branch dropped bare of its apple.
1244,1,Myron is making the claim that dead is better than red.
6382,1,Absolutely any pilot could be flying this plane.
7561,1,the girls likes them.
3840,1,The school awarded a few of the girls in Miss Kim's class scholarships.
7869,1,We all thought him to be unhappy
596,1,The tree lost some branches.
7971,1,Bill did not destroy the world.
1762,0,I have some voice exercises to play the guitar and sing.
7891,0,I arranged for to see her.
4992,1,They denied the claim that we had advanced by ourselves.
1148,0,I sent him it.
8466,1,No vampire can survive sunrise.
277,1,"Any senator becomes more corrupt, the more lobbyists he talks to."
7212,1,What John became was deadly afraid of flying.
2801,0,Paula hit the sticks.
3712,1,I saw him leaving the main building.
478,1,work out an analysis that is typical of this view of understood subjects.
5049,1,That you came early surprised me.
565,1,Gas escaped the tube.
6551,0,John is easy to please and to love Mary.
2022,0,Jake shipped the box towards Carson.
2992,1,The clown amused the little children.
1921,1,He gave my binoculars to that girl.
2762,1,She held him by the arm.
5841,1,I think that he eats asparagus.
7842,1,Who showed what to who?
3537,1,They can smile.
8185,1,Alison and David soaked their feet after dinner
3587,1,The umpire called off the game.
558,1,A bear inhabits the cave.
4674,1,They talked about the scandal for days.
6515,1,how many have you given of these books to these people.
7086,1,Either Dana or Lee are going to lead the parade.
806,0,Mary believed his to have loved her.
8137,1,I want to eat macaroni
2216,1,Italy touches France.
1042,0,Every man surrounded the fort.
5998,0,Calvin has not any catnip.
5867,1,No man has ever beaten the centaur.
6890,1,What the baby did was chew the biscuit.
3608,1,"The happy, happy, happy, happy, happy, happy man sang a song."
537,0,Fruit fell against the house.
8300,0,Bill reading of Shakespeare satisfied me
3778,1,The message was that you should come on time.
2884,1,Herman whipped the cream.
3743,1,It could be more detrimental.
5715,1,John paid a dollar for a head of lettuce.
47,1,The knee replacement candidate groaned up the stairs.
1674,1,What I believe that he was wearing is this hat.
1380,1,Which bed did Tom sleep on?
156,1,Mary listens to the Grateful Dead and she gets depressed.
6148,1,The boat was sunk by the captain with a torpedo.
8394,0,There seem three men to be in the garden.
6734,1,Anne astonished her father.
1634,1,Bill left when I believe the bomb had just exploded.
6401,1,"Every student in Mary's class, by virtue of being in her class, is working on polarity items."
3220,1,Oil gushed from the well.
5408,1,Sally eats caviar too much for her own good.
543,1,The maple changed into an oak.
7721,0,Peter is some happy pigs which can fly.
796,1,Mary managed to go abroad.
6671,1,What did the wealthy young man buy for his secret fiancée?
5320,1,Would John hate that!
6917,1,The intense cold killed the climbers.
7773,1,Anson shot the dinosaur with his rifle in the jungle
6379,1,You may pick absolutely any flower.
4508,1,"Mary sang a song, but Lee did not."
8367,1,The horse galloped
6402,1,Every student in Mary's class happened to vote Republican.
748,1,We proclaimed John sincerely to be a hero.
4718,1,A lot of attention was paid to the matter.
340,1,He may not just not have been working.
6816,0,George both built the houses.
3813,1,John left very early.
3033,0,Brenda haggled Molly.
8167,0,They shaved David and Anson.
5269,0,That he was hungry was whined by John.
2041,1,I shipped the package all the way around the world.
7772,1,The dragons had all eaten the pigs.
2718,1,They lent a bicycle to me.
7583,1,Henry saw that Bill left.
3187,0,Her stepmother always clad her in black.
941,0,"I know which book Max read, and which book Oscar hasn't done so."
105,1,"The more that you eat, the less that you want."
1879,1,Seven pine trees are behind that barn.
790,1,Mary believed John to have loved her.
2191,1,The statue stood on the pedestal.
5011,0,It is ready to please John.
4620,1,A book was handed to Chris by Pat.
8455,1,Frieda closed the door
3013,1,They praised the volunteers.
6722,1,It was Anne Elliott who loved Captain Wentworth but who rejected his first proposal.
292,1,It is this problem that the sooner you solve the more easily you'll satisfy the folks up at corporate headquarters.
6905,1,Imogen took the vase to her mother's.
2689,1,Amanda carried the package.
7929,1,Gilgamesh should seek Ishtar
3512,1,He washed himself.
749,0,We proclaimed sincerely to the public John to be a hero.
5687,1,I don't give a darn.
7577,1,I like Mary and she likes me.
8086,1,Who did Medea poison?
7495,0,Bill examined a book.
1998,1,Leigh threw the ball to Lane.
4801,1,John asks which book by his father he read.
2727,0,We offered a job behind her.
1643,1,I brought a razor with which to shave myself.
1678,0,This hat the gloves and were on the table.
4879,1,has no relative pronoun at all.
1154,0,He kept some girls who had been injured in the wreck company.
4583,1,I have never been spoken to so rudely!
5825,0,The man's standing over there hat impressed me greatly.
2230,1,This oven cooks well.
773,1,Our love they.
7851,0,Can he will do it?
703,1,John spoke French intimately to Mary.
8227,1,We need some technician to help us.
1653,0,Here's a razor for you to chop up these nuts with this cleaver and.
1437,1,"That piano, the boy's loud playing of which drove everyone crazy, was badly out of tune."
8263,0,Gilgamesh might can seek Ishtar
2193,1,Heat radiates from the sun.
3654,1,John felt proud that his son won the game.
8295,1,Did you drink the poison?
1512,1,That he ever went there alone is odd.
3207,1,The trees sang with birds.
4322,0,There tries to leave the country.
6826,1,The bread was chewed by Martha.
5977,1,Susan has a cold.
2416,1,The middle class will benefit from the new tax laws.
8342,1,I ate that.
3118,0,Cynthia munched.
1754,0,"The more contented the nurses began to believe that we were going to pretend to be, the more angry we grew at the doctors."
5287,0,To whom the book did you give.
5577,1,The snake flattened itself against the rock.
300,1,"They failed to tell me which problem the sooner I solve, the quicker the folks up at corporate headquarters."
3510,1,There seem to be a good feeling developing among the students.
7769,1,Gilgamesh can seek Ishtar
1346,1,Reports the covers of which the government prescribes the height of the lettering on almost always put me to sleep.
