,label,text
2208,negative,it all seemed wasted like deniro's once promising career and the once grand long beach boardwalk .
2209,negative,"[i]t's certainly laudable that the movie deals with hot-button issues in a comedic context , but barbershop isn't as funny as it should be ."
2210,negative,"unfortunately , a cast of competent performers from movies , television and the theater are cast adrift in various new york city locations with no unifying rhythm or visual style ."
2211,negative,"just entertaining enough not to hate , too mediocre to love ."
2212,negative,'sophisticated' viewers who refuse to admit that they don't like it will likely call it 'challenging' to their fellow sophisticates .
2213,negative,"equilibrium the movie , as opposed to the manifesto , is really , really stupid ."
2214,negative,excruciatingly unfunny and pitifully unromantic .
2215,negative,the film's thoroughly recycled plot and tiresome jokes . . . drag the movie down .
2216,negative,"it doesn't offer audiences any way of gripping what its point is , or even its attitude toward its subject ."
2217,negative,"though impostor deviously adopts the guise of a modern motion picture , it too is a bomb ."
2218,negative,"when the screenwriter responsible for one of the worst movies of one year directs an equally miserable film the following year , you'd have a hard time believing it was just coincidence ."
2219,negative,it never rises to its clever what-if concept .
2220,negative,admirably ambitious but self-indulgent .
2221,negative,this story of unrequited love doesn't sustain interest beyond the first half-hour .
2222,negative,this angst-ridden territory was covered earlier and much better in ordinary people .
2223,negative,"the entire film is one big excuse to play one lewd scene after another . about half of them are funny , a few are sexy and none are useful in telling the story , which is paper-thin and decidedly unoriginal ."
2224,negative,"a big , loud , bang-the-drum bore ."
2225,negative,grating and tedious .
2226,negative,"[less a movie than] an appalling , odoriferous thing . . . so rotten in almost every single facet of production that you'll want to crawl up your own * * * in embarrassment ."
2227,negative,the concept behind kung pow : enter the fist is hilarious . it's too bad nothing else is .
2228,negative,"hardman is a grating , mannered onscreen presence , which is especially unfortunate in light of the fine work done by most of the rest of her cast ."
2229,negative,el crimen del padre amaro would likely be most effective if used as a tool to rally anti-catholic protestors .
2230,negative,"a serious movie with serious ideas . but seriously , folks , it doesn't work ."
2231,negative,"the action here is unusually tame , the characters are too simplistic to maintain interest , and the plot offers few surprises ."
2232,negative,i couldn't help but feel the wasted potential of this slapstick comedy .
2233,negative,"what madonna does here can't properly be called acting -- more accurately , it's moving and it's talking and it's occasionally gesturing , sometimes all at once ."
2234,negative,"the movie certainly has its share of clever moments and biting dialogue , but there's just not much lurking below its abstract surface ."
2235,negative,it's bedeviled by labored writing and slack direction .
2236,negative,i'm sure there's a teenage boy out there somewhere who's dying for this kind of entertainment .
2237,negative,it drowns in sap .
2238,negative,"deliberately and devotedly constructed , far from heaven is too picture postcard perfect , too neat and new pin-like , too obviously a recreation to resonate ."
2239,negative,it's rare that a movie can be as intelligent as this one is in every regard except its storyline ; everything that's good is ultimately scuttled by a plot that's just too boring and obvious .
2240,negative,i'm giving it thumbs down due to the endlessly repetitive scenes of embarrassment . there's got to be a more graceful way of portraying the devastation of this disease .
2241,negative,the modern-day characters are nowhere near as vivid as the 19th-century ones .
2242,negative,"blessed with a searing lead performance by ryan gosling ( murder by numbers ) , the movie is powerful and provocative . it's also built on a faulty premise , one it follows into melodrama and silliness ."
2243,negative,uneven performances and a spotty script add up to a biting satire that has no teeth .
2244,negative,"director jay russell stomps in hobnail boots over natalie babbitt's gentle , endearing 1975 children's novel ."
2245,negative,"benigni's pinocchio is extremely straight and mind-numbingly stilted , its episodic pacing keeping the film from developing any storytelling flow ."
2246,negative,mostly the film is just hectic and homiletic : two parts exhausting men in black mayhem to one part family values .
2247,negative,"kicks off with an inauspicious premise , mopes through a dreary tract of virtually plotless meanderings and then ends with a whimper ."
2248,negative,a rote exercise in both animation and storytelling .
2249,negative,"the movie's major and most devastating flaw is its reliance on formula , though , and it's quite enough to lessen the overall impact the movie could have had ."
2250,negative,it's all surface psychodramatics .
2251,negative,"the mothman prophecies , which is mostly a bore , seems to exist only for its climactic setpiece ."
2252,negative,that frenetic spectacle [on the tv show] has usually been leavened by a charm that's conspicuously missing from the girls' big-screen blowout .
2253,negative,"for all the time we spend with these people , we never really get inside of them ."
2254,negative,yet another arnold vehicle that fails to make adequate use of his particular talents .
2255,negative,"sandra bullock , despite downplaying her good looks , carries a little too much ain't- she-cute baggage into her lead role as a troubled and determined homicide cop to quite pull off the heavy stuff ."
2256,negative,an undistinguished attempt to make a classic theater piece cinematic .
2257,negative,"too many scenarios in which the hero might have an opportunity to triumphantly sermonize , and too few that allow us to wonder for ourselves if things will turn out okay ."
2258,negative,a wordy wisp of a comedy .
2259,negative,[seagal's] strenuous attempt at a change in expression could very well clinch him this year's razzie .
2260,negative,"a series of escapades demonstrating the adage that what is good for the goose is also good for the gander , some of which occasionally amuses but none of which amounts to much of a story ."
2261,negative,"ozpetek offers an aids subtext , skims over the realities of gay sex , and presents yet another tired old vision of the gay community as an all-inclusive world where uptight , middle class bores like antonia can feel good about themselves ."
2262,negative,a dopey movie clothed in excess layers of hipness .
2263,negative,the sweetest thing is expressly for idiots who don't care what kind of sewage they shovel into their mental gullets to simulate sustenance .
2264,negative,"sinks so low in a poorly played game of absurd plot twists , idiotic court maneuvers and stupid characters that even freeman can't save it ."
2265,negative,"sc2 is an autopilot hollywood concoction lacking in imagination and authentic christmas spirit , yet it's geared toward an audience full of masters of both ."
2266,negative,"seems content to dog-paddle in the mediocre end of the pool , and it's a sad , sick sight ."
2267,negative,"it's refreshing that someone understands the need for the bad boy ; diesel , with his brawny frame and cool , composed delivery , fits the bill perfectly ."
2268,negative,suffers from a flat script and a low budget .
2269,negative,"there are deeply religious and spiritual people in this world who would argue that entering a church , synagogue or temple doesn't mean you have to check your brain at the door . the same should go for movie theaters ."
2270,negative,the film tries to touch on spousal abuse but veers off course and becomes just another revenge film .
2271,negative,as it stands it's an opera movie for the buffs .
2272,negative,"la cinta comienza intentando ser un drama , rápidamente se transforma en una comedia y termina por ser una parodia absolutamente predecible"
2273,negative,this franchise has not spawned a single good film . the crap continues .
2274,negative,"if only it were , well , funnier ."
2275,negative,its inescapable absurdities are tantamount to insulting the intelligence of anyone who hasn't been living under a rock ( since sept . 11 ) .
2276,negative,"high drama , disney-style - a wing and a prayer and a hunky has-been pursuing his castle in the sky ."
2277,negative,"like its script , which nurses plot holes gaping enough to pilot an entire olympic swim team through , the characters in swimfan seem motivated by nothing short of dull , brain-deadening hangover ."
2278,negative,director chris eyre is going through the paces again with his usual high melodramatic style of filmmaking .
2279,negative,"as it stands , there's some fine sex onscreen , and some tense arguing , but not a whole lot more ."
2280,negative,"a stupid , derivative horror film that substitutes extreme gore for suspense ."
2281,negative,nothing more than a run-of-the-mill action flick .
2282,negative,"lan yu is certainly a serviceable melodrama , but it doesn't even try for the greatness that happy together shoots for ( and misses ) ."
2283,negative,this is an action movie with an action icon who's been all but decommissioned .
2284,negative,"much like robin williams , death to smoochy has already reached its expiration date ."
2285,negative,"a tired , unnecessary retread . . . a stale copy of a picture that wasn't all that great to begin with ."
2286,negative,an often unfunny romp .
2287,negative,"a worthy idea , but the uninspired scripts , acting and direction never rise above the level of an after-school tv special ."
2288,negative,"twenty years later , reggio still knows how to make a point with poetic imagery , but his ability to startle has been stifled by the very prevalence of the fast-forward technology that he so stringently takes to task ."
2289,negative,it bites hard .
2290,negative,ear-splitting exercise in formula crash-and-bash action .
2291,negative,"despite hoffman's best efforts , wilson remains a silent , lumpish cipher ; his encounters reveal nothing about who he is or who he was before ."
2292,negative,"there's a thin line between likably old-fashioned and fuddy-duddy , and the count of monte cristo . . . never quite settles on either side ."
2293,negative,the emotional overload of female angst irreparably drags the film down .
2294,negative,schaefer's . . . determination to inject farcical raunch . . . drowns out the promise of the romantic angle .
2295,negative,"like showgirls and glitter , the most entertaining moments here are unintentional ."
2296,negative,"while some of the camera work is interesting , the film's mid-to-low budget is betrayed by the surprisingly shoddy makeup work ."
2297,negative,"the origin story is well told , and the characters will not disappoint anyone who values the original comic books . it's in the action scenes that things fall apart ."
2298,negative,"seagal , who looks more like danny aiello these days , mumbles his way through the movie ."
2299,negative,"the movie is a negligible work of manipulation , an exploitation piece doing its usual worst to guilt-trip parents ."
2300,negative,lacks dramatic punch and depth .
2301,negative,there are moments of real pleasure to be found in sara sugarman's whimsical comedy very annie-mary but not enough to sustain the film .
2302,negative,i can analyze this movie in three words : thumbs friggin' down .
2303,negative,"sadly , 'garth' hasn't progressed as nicely as 'wayne . '"
2304,negative,make like the title and dodge this one .
2305,negative,this is not one of the movies you'd want to watch if you only had a week to live .
2306,negative,"the first hour is tedious though ford and neeson capably hold our interest , but its just not a thrilling movie ."
2307,negative,"sweet home alabama is one dumb movie , but its stupidity is so relentlessly harmless that it almost wins you over in the end ."
2308,negative,"[green is] the comedy equivalent of saddam hussein , and i'm just about ready to go to the u . n . and ask permission for a preemptive strike ."
2309,negative,"a vile , incoherent mess . . . a scummy ripoff of david cronenberg's brilliant 'videodrome . '"
2310,negative,murphy and wilson actually make a pretty good team . . . but the project surrounding them is distressingly rote .
2311,negative,"despite its raucous intent , xxx is as conventional as a nike ad and as rebellious as spring break ."
2312,negative,"it's tough being a black man in america , especially when the man has taken away your car , your work-hours and denied you health insurance ."
2313,negative,"an amateurish , quasi-improvised acting exercise shot on ugly digital video ."
2314,negative,"unofficially , national lampoon's van wilder is son of animal house . officially , it is twice as bestial but half as funny ."
2315,negative,"this is a fragmented film , once a good idea that was followed by the bad idea to turn it into a movie ."
2316,negative,will be far more interesting to the soderbergh faithful than it will be to the casual moviegoer who might be lured in by julia roberts . . .
2317,negative,"authentic , and at times endearing , humorous , spooky , educational , but at other times as bland as a block of snow ."
2318,negative,[a] mess .
2319,negative,control-alt-delete simone as quickly as possible
2320,negative,"follows the original film virtually scene for scene and yet manages to bleed it almost completely dry of humor , verve and fun ."
2321,negative,"the filmmaker ascends , literally , to the olympus of the art world , but he would have done well to end this flawed , dazzling series with the raising of something other than his own cremaster ."
2322,negative,"the screenplay comes across , rather unintentionally , as hip-hop scooby-doo ."
2323,negative,has lost some of the dramatic conviction that underlies the best of comedies . . .
2324,negative,"vaguely interesting , but it's just too too much ."
2325,negative," . . . no charm , no laughs , no fun , no reason to watch ."
2326,negative,a generic family comedy unlikely to be appreciated by anyone outside the under-10 set .
2327,negative,kurys seems intimidated by both her subject matter and the period trappings of this debut venture into the heritage business .
2328,negative,"as a director , eastwood is off his game -- there's no real sense of suspense , and none of the plot 'surprises' are really surprising ."
2329,negative,"eccentric enough to stave off doldrums , caruso's self-conscious debut is also eminently forgettable ."
2330,negative,"to work , love stories require the full emotional involvement and support of a viewer . that is made almost impossible by events that set the plot in motion ."
2331,negative,"although barbershop boasts some of today's hottest and hippest acts from the world of television , music and stand-up comedy , this movie strangely enough has the outdated swagger of a shameless 70s blaxploitation shuck-and-jive sitcom ."
2332,negative,"a puzzle whose pieces do not fit . some are fascinating and others are not , and in the end , it is almost a good movie ."
2333,negative,would that greengrass had gone a tad less for grit and a lot more for intelligibility .
2334,negative,"the good is very , very good . . . the rest runs from mildly unimpressive to despairingly awful ."
2335,negative,"a terrible adaptation of a play that only ever walked the delicate tightrope between farcical and loathsome . in the wrong hands , i . e . peploe's , it's simply unbearable"
2336,negative,"an inexperienced director , mehta has much to learn ."
2337,negative,dramatically lackluster .
2338,negative,"so muddled , repetitive and ragged that it says far less about the horrifying historical reality than about the filmmaker's characteristic style ."
2339,negative,"a gushy episode of "" m * a * s * h "" only this time from an asian perspective ."
2340,negative," "" looking for leonard "" just seems to kinda sit in neutral , hoping for a stiff wind to blow it uphill or something ."
2341,negative,nothing more than four or five mild chuckles surrounded by 86 minutes of overly-familiar and poorly-constructed comedy .
2342,negative,"definitely in the guilty pleasure b-movie category , reign of fire is so incredibly inane that it is laughingly enjoyable ."
2343,negative,good-looking but relentlessly lowbrow outing plays like clueless does south fork .
2344,negative,"entertaining enough , but nothing new"
2345,negative, . . . one resurrection too many .
2346,negative,demeo is not without talent ; he just needs better material .
2347,negative,"no one involved , save dash , shows the slightest aptitude for acting , and the script , credited to director abdul malik abbott and ernest 'tron' anderson , seems entirely improvised ."
2348,negative,"initially gripping , eventually cloying pow drama ."
2349,negative,works better in the conception than it does in the execution . . . winds up seeming just a little too clever .
2350,negative,"to the vast majority of more casual filmgoers , it will probably be a talky bore ."
2351,negative,observant intelligence constantly vies with pretension -- and sometimes plain wacky implausibility -- throughout maelstrom .
2352,negative,this version of h . g . wells' time machine was directed by h . g . wells' great-grandson . they should have found orson welles' great-grandson .
2353,negative,"shunji iwai's all about lily chou chou is a beautifully shot , but ultimately flawed film about growing up in japan ."
2354,negative,"thriller directorial debut for traffic scribe gaghan has all the right parts , but the pieces don't quite fit together ."
2355,negative,"there's not a single jump-in-your-seat moment and believe it or not , jason actually takes a backseat in his own film to special effects ."
2356,negative,"the documentary is much too conventional -- lots of boring talking heads , etc . -- to do the subject matter justice ."
2357,negative,the movie itself appears to be running on hypertime in reverse as the truly funny bits get further and further apart .
2358,negative,this is not a jackie chan movie . it's just a movie that happens to have jackie chan in it . and that makes all the difference .
2359,negative,"far too clever by half , howard's film is really a series of strung-together moments , with all the spaces in between filled with fantasies , daydreams , memories and one fantastic visual trope after another ."
2360,negative,the problem with movies about angels is they have a tendency to slip into hokum . a rumor of angels doesn't just slip -- it avalanches into forced fuzziness .
2361,negative,i don't think this movie loves women at all .
2362,negative,shankman . . . and screenwriter karen janszen bungle their way through the narrative as if it were a series of bible parables and not an actual story .
2363,negative,a negligible british comedy .
2364,negative,fails to convince the audience that these brats will ever be anything more than losers .
2365,negative,"slack and uninspired , and peopled mainly by characters so unsympathetic that you're left with a sour taste in your mouth ."
2366,negative,"trailer trash cinema so uncool the only thing missing is the "" gadzooks ! """
2367,negative,"her film is like a beautiful food entrée that isn't heated properly , so that it ends up a bit cold and relatively flavorless ."
2368,negative,"like the world of his film , hartley created a monster but didn't know how to handle it ."
2369,negative,needs more impressionistic cinematography and exhilarating point-of-view shots and fewer slow-motion 'grandeur' shots and quick-cut edits that often detract from the athleticism .
2370,negative,"in the end , there isn't much to it ."
2371,negative,a waste of fearless purity in the acting craft .
2372,negative,"anyone not into high-tech splatterfests is advised to take the warning literally , and log on to something more user-friendly ."
2373,negative,you could easily mistake it for a sketchy work-in-progress that was inexplicably rushed to the megaplexes before its time .
2374,negative,"directors harry gantz and joe gantz have chosen a fascinating subject matter , but the couples exposing themselves aren't all that interesting ."
2375,negative,yet another entry in the sentimental oh-those-wacky-brits genre that was ushered in by the full monty and is still straining to produce another smash hit .
2376,negative,"for those for whom the name woody allen was once a guarantee of something fresh , sometimes funny , and usually genuinely worthwhile , hollywood ending is a depressing experience"
2377,negative,fluffy neo-noir hiding behind cutesy film references .
2378,negative,imagine susan sontag falling in love with howard stern .
2379,negative,should have been worth cheering as a breakthrough but is devoid of wit and humor .
2380,negative,"the best thing about the movie is its personable , amusing cast ."
2381,negative,these guys seem great to knock back a beer with but they're simply not funny performers .
2382,negative,everything was as superficial as the forced new jersey lowbrow accent uma had .
2383,negative,director david fincher and writer david koepp can't sustain it .
2384,negative,"finally coming down off of miramax's deep shelves after a couple of aborted attempts , waking up in reno makes a strong case for letting sleeping dogs lie ."
2385,negative,one of the most highly-praised disappointments i've had the misfortune to watch in quite some time .
2386,negative,"strong filmmaking requires a clear sense of purpose , and in that oh-so-important category , the four feathers comes up short ."
2387,negative,the thought of watching this film with an audience full of teenagers fixating on its body humour and reinforcement of stereotypes ( of which they'll get plenty ) fills me with revulsion .
2388,negative,"devolves into the derivative , leaning on badly-rendered cgi effects ."
2389,negative,anyone who gets chills from movies with giant plot holes will find plenty to shake and shiver about in 'the ring . '
2390,negative,"the script is a disaster , with cloying messages and irksome characters ."
2391,negative,"plods along , minus the twisted humor and eye-popping visuals that have made miike . . . a cult hero ."
2392,negative,hollywood has taken quite a nosedive from alfred hitchcock's imaginative flight to shyamalan's self-important summer fluff .
2393,negative,a pretentious mess .
2394,negative,i firmly believe that a good video game movie is going to show up soon . i also believe that resident evil is not it .
2395,negative,"it has the air of a surprisingly juvenile lark , a pop-influenced prank whose charms are immediately apparent and wear thin with repetition ."
2396,negative,"this is cruel , misanthropic stuff with only weak claims to surrealism and black comedy ."
2397,negative,best described as i know what you did last winter .
2398,negative,"[taylor] takes us on a ride that's consistently surprising , easy to watch -- but , oh , so dumb ."
2399,negative,it's difficult for a longtime admirer of his work to not be swept up in invincible and overlook its drawbacks .
2400,negative,lazily directed by charles stone iii . . . from a leaden script by matthew cirulnick and novelist thulani davis .
2401,negative,"though jones and snipes are enthralling , the movie bogs down in rhetoric and cliché ."
2402,negative,"the most remarkable ( and frustrating ) thing about world traveler , which opens today in manhattan , is that its protagonist , after being an object of intense scrutiny for 104 minutes , remains a complete blank ."
2403,negative,the pacing is often way off and there are too many bona fide groaners among too few laughs .
2404,negative,"with lines that feel like long soliloquies -- even as they are being framed in conversation -- max is static , stilted ."
2405,negative,"barely manages for but a few seconds over its seemingly eternal running time to pique your interest , your imagination , your empathy or anything , really , save your disgust and your indifference ."
2406,negative,"writer/director burr steers emphasizes the q in quirky , with mixed results ."
2407,negative,the obligatory break-ups and hook-ups don't seem to have much emotional impact on the characters .
2408,negative,"make no mistake , ivans xtc . is a mess ."
2409,negative,the concept is a hoot . the trailer is a riot . the movie is a dud .
2410,negative,"because the intelligence level of the characters must be low , very low , very very low , for the masquerade to work , the movie contains no wit , only labored gags ."
2411,negative,it's hard to imagine another director ever making his wife look so bad in a major movie .
2412,negative,some stunning visuals -- and some staggeringly boring cinema .
2413,negative,"a sterling film - a cross between boys don't cry , deliverance , and ode to billy joe - lies somewhere in the story of matthew shepard , but that film is yet to be made ."
2414,negative,contrived pastiche of caper clichés .
2415,negative,"just a kiss wants desperately to come off as a fanciful film about the typical problems of average people . but it is set in a world that is very , very far from the one most of us inhabit ."
2416,negative,the most ill-conceived animated comedy since the 1991 dog rover dangerfield .
2417,negative,"like shave ice without the topping , this cinematic snow cone is as innocuous as it is flavorless ."
2418,negative,"loud , chaotic and largely unfunny ."
2419,negative,"i can't remember the last time i saw an audience laugh so much during a movie , but there's only one problemit's supposed to be a drama ."
2420,negative,qualities that were once amusing are becoming irritating .
2421,negative,"donovan . . . squanders his main asset , jackie chan , and fumbles the vital action sequences ."
2422,negative,"there is no psychology here , and no real narrative logic -- just a series of carefully choreographed atrocities , which become strangely impersonal and abstract ."
2423,negative,"bread , my sweet has so many flaws it would be easy for critics to shred it . it may even fall into the category of films you love to hate . i admit it , i hate to like it ."
2424,negative,leaks treacle from every pore .
2425,negative,"the characters are so generic and the plot so bland that even as rogue cia assassins working for chris cooper's agency boss close in on the resourceful amnesiac , we don't feel much for damon/bourne or his predicament ."
2426,negative,"while we want macdowell's character to retrieve her husband , we have to ask whether her personal odyssey trumps the carnage that claims so many lives around her ."
2427,negative,blue crush is as predictable as the tides . . . . the movie feels stitched together from stock situations and characters from other movies .
2428,negative,"if you enjoy being rewarded by a script that assumes you aren't very bright , then blood work is for you ."
2429,negative,the film's stagecrafts are intimate and therefore bolder than the otherwise calculated artifice that defines and overwhelms the film's production design .
2430,negative,a family-friendly fantasy that ends up doing very little with its imaginative premise .
2431,negative,a plodding look at the french revolution through the eyes of aristocrats .
2432,negative,"tom shadyac has learned a bit more craft since directing adams , but he still lingers over every point until the slowest viewer grasps it ."
2433,negative,"unspools like a highbrow , low-key , 102-minute infomercial , blending entrepreneurial zeal with the testimony of satisfied customers ."
2434,negative,"a fast-paced , glitzy but extremely silly piece ."
2435,negative,"any reasonably creative eighth-grader could have written a more credible script , though with the same number of continuity errors ."
2436,negative," . . . while the humor aspects of 'jason x' were far more entertaining than i had expected , everything else about the film tanks ."
2437,negative,your taste for jonah - a veggie tales movie may well depend on your threshold for pop manifestations of the holy spirit .
2438,negative,"while certain cues , like the happy music , suggest that this movie is supposed to warm our hearts , jeong-hyang lee's film is just as likely to blacken that organ with cold vengefulness ."
2439,negative,"the script , the gags , the characters are all direct-to-video stuff , and that's where this film should have remained ."
2440,negative,a thriller without thrills and a mystery devoid of urgent questions .
2441,negative,a collage of clichés and a dim echo of allusions to other films .
2442,negative,the film is hampered by its predictable plot and paper-thin supporting characters .
2443,negative,arty gay film .
2444,negative,"how many more times will indie filmmakers subject us to boring , self-important stories of how horrible we are to ourselves and each other ?"
2445,negative,"there are some laughs in this movie , but williams' anarchy gets tiresome , the satire is weak ."
2446,negative,as steamy as last week's pork dumplings .
2447,negative,incoherence reigns .
2448,negative,the somber pacing and lack of dramatic fireworks make green dragon seem more like medicine than entertainment .
2449,negative,the filmmakers needed more emphasis on the storytelling and less on the glamorous machine that thrusts the audience into a future they won't much care about .
2450,negative,this strenuously unfunny showtime deserves the hook .
2451,negative,"the whole thing's fairly lame , making it par for the course for disney sequels ."
2452,negative,its solemn pretension prevents us from sharing the awe in which it holds itself .
2453,negative,"if disney's cinderella proved that 'a dream is a wish your heart makes , ' then cinderella ii proves that a nightmare is a wish a studio's wallet makes ."
2454,negative,"features nonsensical and laughable plotting , wooden performances , ineptly directed action sequences and some of the worst dialogue in recent memory ."
2455,negative,"with rare birds , as with the shipping news before it , an attempt is made to transplant a hollywood star into newfoundland's wild soil -- and the rock once again resists the intrusion ."
2456,negative,nothing about this movie works .
2457,negative,a spooky yarn of demonic doings on the high seas that works better the less the brain is engaged .
2458,negative,none of birthday girl's calculated events take us by surprise . . .
2459,negative,"are monsters born , or made ?"
2460,negative,"lisa rinzler's cinematography may be lovely , but love liza's tale itself virtually collapses into an inhalant blackout , maintaining consciousness just long enough to achieve callow pretension ."
2461,negative,"the narrator and the other characters try to convince us that acting transfigures esther , but she's never seen speaking on stage ; one feels cheated , and esther seems to remain an unchanged dullard ."
2462,negative,"with the dog days of august upon us , think of this dog of a movie as the cinematic equivalent of high humidity ."
2463,negative,less about shakespeare than the spawn of fools who saw quentin tarantino's handful of raucous gangster films and branched out into their own pseudo-witty copycat interpretations .
2464,negative,"the film is like sitting in a downtown café , overhearing a bunch of typical late-twenty-somethings natter on about nothing , and desperately wishing you could change tables ."
2465,negative,"takes a clunky tv-movie approach to detailing a chapter in the life of the celebrated irish playwright , poet and drinker ."
2466,negative,"not only does the thoroughly formulaic film represent totally exemplify middle-of-the-road mainstream , it also represents glossy hollywood at its laziest ."
2467,negative,"a shame that stealing harvard is too busy getting in its own way to be anything but frustrating , boring , and forgettable ."
2468,negative,nearly every attempt at humor here is doa .
2469,negative,collapses under its own meager weight .
2470,negative,"this is mild-mannered , been-there material given a pedestrian spin by a director who needed a touch of the flamboyant , the outrageous ."
2471,negative,"those who are only mildly curious , i fear , will be put to sleep or bewildered by the artsy and often pointless visuals ."
2472,negative,"though tom shadyac's film kicks off spookily enough , around the halfway mark it takes an abrupt turn into glucose sentimentality and laughable contrivance ."
2473,negative,"a long , dull procession of despair , set to cello music culled from a minimalist funeral ."
2474,negative,"call me a cold-hearted curmudgeon for not being able to enjoy a mindless action movie , but i believe a movie can be mindless without being the peak of all things insipid ."
2475,negative,death might be a release .
2476,negative,"'[hopkins]doesn't so much phone in his performance as fax it . no , even that's too committed . he gets his secretary to fax it . """
2477,negative,"priggish , lethargically paced parable of renewal ."
2478,negative,"this is a third-person story now , told by hollywood , and much more ordinary for it ."
2479,negative,"the filmmakers know how to please the eye , but it is not always the prettiest pictures that tell the best story ."
2480,negative,"written , flatly , by david kendall and directed , barely , by there's something about mary co-writer ed decter ."
2481,negative,"the characters are interesting and the relationship between yosuke and saeko is worth watching as it develops , but there's not enough to the story to fill two hours ."
2482,negative,"like being invited to a classy dinner soiree and not knowing anyone . you leave the same way you came -- a few tasty morsels under your belt , but no new friends ."
2483,negative,it's depressing to see how far herzog has fallen .
2484,negative,"the question hanging over the time machine is not , as the main character suggests , 'what if ? ' but rather , 'how can you charge money for this ? '"
2485,negative,millions of dollars heaped upon a project of such vast proportions need to reap more rewards than spiffy bluescreen technique and stylish weaponry .
2486,negative," "" freaky friday , "" it's not ."
2487,negative,"perhaps a better celebration of these unfairly dismissed heroes would be a film that isn't this painfully forced , false and fabricated ."
2488,negative,"although no pastry is violated , this nasty comedy pokes fun at the same easy targets as other rowdy raunch-fests -- farts , boobs , unmentionables -- without much success ."
2489,negative,"in this film , aussie david caesar channels the not-quite-dead career of guy ritchie ."
2490,negative,"maybe you'll be lucky , and there'll be a power outage during your screening so you can get your money back ."
2491,negative,"this film was made by and for those folks who collect the serial killer cards and are fascinated by the mere suggestion of serial killers . for the rest of us , sitting through dahmer's two hours amounts to little more than punishment ."
2492,negative,"its strengths and weaknesses play off each other virtually to a stand-off , with the unfortunate trump card being the dreary mid-section of the film ."
2493,negative,a glossy knock-off of a b-movie revenge flick .
2494,negative,"sad nonsense , this . but not without cheesy fun factor ."
2495,negative,one of those decades-spanning historical epics that strives to be intimate and socially encompassing but fails to do justice to either effort in three hours of screen time .
2496,negative,"while the transgressive trappings ( especially the frank sex scenes ) ensure that the film is never dull , rodrigues's beast-within metaphor is ultimately rather silly and overwrought , making the ambiguous ending seem goofy rather than provocative ."
2497,negative,"the satire is unfocused , while the story goes nowhere ."
2498,negative,"reyes' directorial debut has good things to offer , but ultimately it's undone by a sloppy script"
2499,negative,"if you're over 25 , have an iq over 90 , and have a driver's license , you should be able to find better entertainment ."
2500,negative, . . . the picture's cleverness is ironically muted by the very people who are intended to make it shine .
2501,negative,"never does "" lilo & stitch "" reach the emotion or timelessness of disney's great past , or even that of more recent successes such as "" mulan "" or "" tarzan . """
2502,negative,"crossroads feels like a teenybopper ed wood film , replete with the pubescent scandalous innuendo and the high-strung but flaccid drama ."
2503,negative,"cacoyannis' vision is far less mature , interpreting the play as a call for pity and sympathy for anachronistic phantasms haunting the imagined glory of their own pasts ."
2504,negative,less a heartfelt appeal for the handicapped than a nice belgian waffle .
2505,negative,"due to stodgy , soap opera-ish dialogue , the rest of the cast comes across as stick figures reading lines from a teleprompter ."
2506,negative,"while it may not add up to the sum of its parts , holofcener's film offers just enough insight to keep it from being simpleminded , and the ensemble cast is engaging enough to keep you from shifting in your chair too often ."
2507,negative,an overwrought taiwanese soaper about three people and their mixed-up relationship .
2508,negative,"nobody seems to have cared much about any aspect of it , from its cheesy screenplay to the grayish quality of its lighting to its last-minute , haphazard theatrical release ."
2509,negative,"a thoroughly awful movie--dumb , narratively chaotic , visually sloppy . . . a weird amalgam of 'the thing' and a geriatric 'scream . '"
2510,negative, . . . another example of how sandler is losing his touch .
2511,negative,"nothing sticks , really , except a lingering creepiness one feels from being dragged through a sad , sordid universe of guns , drugs , avarice and damaged dreams ."
2512,negative,the plot's contrivances are uncomfortably strained .
2513,negative,guilty of the worst sin of attributable to a movie like this : it's not scary in the slightest .
2514,negative,"schnieder bounces around with limp wrists , wearing tight tummy tops and hip huggers , twirling his hair on his finger and assuming that's enough to sustain laughs . . ."
2515,negative,by the final whistle you're convinced that this mean machine was a decent tv outing that just doesn't have big screen magic .
2516,negative,to say that this vapid vehicle is downright doltish and uneventful is just as obvious as telling a country skunk that he has severe body odor .
2517,negative,"a film of empty , fetishistic violence in which murder is casual and fun ."
2518,negative,"pretend it's a werewolf itself by avoiding eye contact and walking slowly away . it's fun , but it's a real howler ."
2519,negative,"some fine acting , but ultimately a movie with no reason for being ."
2520,negative,"a waterlogged version of 'fatal attraction' for the teeny-bopper set . . . a sad , soggy potboiler that wastes the talents of its attractive young leads ."
2521,negative,it tells its story in a flat manner and leaves you with the impression that you should have gotten more out of it than you did .
2522,negative,"sweet gentle jesus , did the screenwriters just do a cut-and-paste of every bad action-movie line in history ?"
2523,negative,"this is for the most part a useless movie , even with a great director at the helm ."
2524,negative,"a loud , witless mess that has none of the charm and little of the intrigue from the tv series ."
2525,negative,"even on its own ludicrous terms , the sum of all fears generates little narrative momentum , and invites unflattering comparisons to other installments in the ryan series ."
2526,negative,"though it inspires some ( out-of-field ) creative thought , the film is -- to its own detriment -- much more a cinematic collage than a polemical tract ."
